"","","","Indicator Code","Indicator Name","Indicator Type","Indicator Subtype","Region","Country","City","Indicator Currency","Indicator Frequency","Source","Source link","Secondary link","Unit","Value Type","Relevence"
"","","","SAFZAXX07Ye577","Imports from Ireland - Wood pulp & paper","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye576","Imports from Ireland - Wood Products","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye575","Imports from Ireland - Raw hides & leather","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye574","Imports from Ireland - Plastics & Rubber","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye573","Imports from Ireland - Chemicals","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye572","Imports from Ireland - Mineral Products","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye571","Imports from Ireland - Prepared foodstuffs","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye570","Imports from Iceland - Equipment Components","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye569","Imports from Iceland - Other unclassified goods","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye568","Imports from Iceland - Works of art","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye567","Imports from Iceland - Toys & Sport apparel","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye566","Imports from Iceland - Photographic & medical equipment","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye565","Imports from Iceland - Vehicles aircraft & vessels","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye564","Imports from Iceland - Machinery","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye563","Imports from Iceland - Products Iron & Steel","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye562","Imports from Iceland - Precious Metal","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye561","Imports from Iceland - Stone & Glass","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye560","Imports from Iceland - Footwear","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye559","Imports from Iceland - Textiles","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye558","Imports from Iceland - Wood pulp & paper","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye557","Imports from Iceland - Wood Products","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye556","Imports from Iceland - Raw hides & leather","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye555","Imports from Iceland - Plastics & Rubber","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye554","Imports from Iceland - Chemicals","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye553","Imports from Iceland - Mineral Products","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye552","Imports from Iceland - Prepared foodstuffs","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye551","Imports from Iceland - Animal or vegetable fats","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye550","Imports from Iceland - Vegetables","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye549","Imports from Iceland - Live animals","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye548","Imports from Hungary - Equipment Components","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye547","Imports from Hungary - Other unclassified goods","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye546","Imports from Hungary - Works of art","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye545","Imports from Hungary - Toys & Sport apparel","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye544","Imports from Hungary - Photographic & medical equipment","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye543","Imports from Hungary - Vehicles aircraft & vessels","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye542","Imports from Hungary - Machinery","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye541","Imports from Hungary - Products Iron & Steel","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye540","Imports from Hungary - Precious Metal","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye539","Imports from Hungary - Stone & Glass","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye538","Imports from Hungary - Footwear","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye537","Imports from Hungary - Textiles","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye536","Imports from Hungary - Wood pulp & paper","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye535","Imports from Hungary - Wood Products","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye534","Imports from Hungary - Raw hides & leather","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye533","Imports from Hungary - Plastics & Rubber","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
"","","","SAFZAXX07Ye532","Imports from Hungary - Chemicals","Economic","International Statistics, Trade","Southern Africa","South Africa","","ZAR","Yearly","SARS","https://www.sars.gov.za/Pages/default.aspx","https://www.sars.gov.za/ClientSegments/Customs-Excise/Trade-Statistics/Pages/Merchandise-Trade-Statistics.aspx","-","Currency","L"
